,ID,Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Cluster
1908,465505,Male,Yes,63,Yes,1.0,Average,4.0,2
1909,465507,Male,Yes,35,Yes,8.0,Low,1.0,3
1910,465508,Male,No,21,No,1.0,Low,4.0,1
1911,465510,Male,Yes,67,No,0.0,High,2.0,0
1912,465518,Female,Yes,41,Yes,1.0,Average,3.0,2
1913,465520,Female,No,27,Yes,0.0,Low,8.0,1
1914,465521,Female,Yes,53,Yes,1.0,Average,2.0,2
1915,465522,Female,No,33,Yes,4.0,Low,8.0,1
1916,465529,Female,No,32,No,0.0,Low,4.0,1
1917,465538,Male,Yes,59,No,5.0,High,2.0,0
1918,465539,Female,Yes,50,Yes,1.0,High,5.0,2
1919,465541,Female,Yes,50,Yes,1.0,Average,4.0,2
1920,465543,Female,Yes,41,Yes,1.0,Average,2.0,2
1921,465547,Female,Yes,71,,1.0,Low,1.0,0
1922,465550,Female,No,33,Yes,1.0,Low,6.0,1
1923,465551,Female,Yes,46,Yes,,Average,2.0,2
1924,465554,Female,No,78,Yes,1.0,Low,3.0,0
1925,465555,Female,Yes,69,No,,High,2.0,0
1926,465558,Female,No,40,Yes,8.0,Low,1.0,3
1927,465568,Male,Yes,43,Yes,2.0,High,3.0,2
1928,465569,Male,Yes,36,Yes,0.0,High,3.0,2
1929,465571,Male,Yes,35,Yes,1.0,Average,2.0,2
1930,465577,Male,No,30,No,0.0,Low,4.0,1
1931,465584,Male,Yes,47,No,3.0,Average,2.0,2
1932,465586,Male,Yes,69,No,0.0,Low,1.0,0
1933,465587,Male,Yes,41,Yes,,Low,5.0,0
1934,465594,Male,Yes,33,No,4.0,Low,6.0,1
1935,465598,Male,No,27,Yes,6.0,Low,5.0,1
1936,465600,Male,Yes,38,Yes,6.0,Low,2.0,0
1937,465601,Male,Yes,35,Yes,,Average,4.0,2
1938,465602,Male,Yes,27,Yes,10.0,Low,2.0,3
1939,465603,Female,Yes,51,Yes,9.0,Low,,3
1940,465605,Female,Yes,52,Yes,4.0,Low,1.0,0
1941,465611,Male,No,53,Yes,0.0,Low,1.0,3
1942,465612,Male,Yes,43,Yes,8.0,Average,2.0,2
1943,465616,Male,Yes,42,Yes,8.0,Low,2.0,3
1944,465621,Male,No,36,Yes,9.0,Low,1.0,3
1945,465625,Male,No,36,Yes,14.0,Low,2.0,3
1946,465627,Female,No,40,Yes,1.0,Low,1.0,3
1947,465629,Male,Yes,47,Yes,2.0,Average,3.0,2
1948,465635,Male,No,30,No,1.0,Low,2.0,1
1949,465638,Female,Yes,53,Yes,,Low,,0
1950,465640,Male,Yes,45,Yes,5.0,Average,2.0,2
1951,465644,Male,No,33,Yes,0.0,Low,5.0,1
1952,465645,Female,No,40,Yes,8.0,Low,2.0,3
1953,465649,Female,Yes,36,Yes,5.0,Low,1.0,3
1954,465651,Male,No,32,No,0.0,Low,4.0,1
1955,465653,Female,Yes,51,Yes,0.0,Low,2.0,0
1956,465655,Female,No,49,Yes,0.0,Low,1.0,3
1957,465656,Male,Yes,81,No,1.0,Low,,0
1958,465658,Male,Yes,72,Yes,1.0,Average,4.0,2
1959,465663,Female,No,70,Yes,0.0,Low,2.0,0
1960,465667,Male,No,21,No,0.0,Low,3.0,1
1961,465668,Male,No,21,No,1.0,Low,5.0,1
1962,465669,Female,Yes,41,No,4.0,Average,4.0,2
1963,465670,Female,No,49,No,12.0,Low,1.0,3
1964,465675,Female,No,51,No,0.0,Low,1.0,3
1965,465680,Male,Yes,28,No,0.0,Average,5.0,2
1966,465685,Male,No,37,Yes,5.0,Low,2.0,3
1967,465688,Female,Yes,63,,1.0,Average,3.0,2
1968,465689,Male,No,19,No,8.0,Low,4.0,1
1969,465695,Female,No,32,No,,Low,3.0,1
1970,465697,Female,Yes,51,No,6.0,Low,1.0,0
1971,465703,Male,Yes,26,No,3.0,Low,2.0,1
1972,465704,Male,Yes,61,No,0.0,Low,1.0,0
1973,465705,Female,Yes,51,Yes,0.0,Average,4.0,2
1974,465706,Female,Yes,45,Yes,0.0,Average,3.0,2
1975,465721,Male,Yes,29,Yes,1.0,High,2.0,2
1976,465722,Male,Yes,47,No,0.0,Low,5.0,1
1977,465725,Male,No,25,Yes,1.0,Low,2.0,3
1978,465727,Male,No,40,No,0.0,Low,5.0,1
1979,465728,Male,No,45,Yes,1.0,Low,1.0,3
1980,465733,Male,Yes,32,Yes,1.0,Average,2.0,2
1981,465734,Male,Yes,38,Yes,0.0,Low,3.0,0
1982,465736,Female,No,38,Yes,8.0,Low,2.0,3
1983,465737,Female,Yes,48,Yes,7.0,Low,3.0,3
1984,465740,Female,No,71,Yes,0.0,Low,1.0,0
1985,465742,Female,Yes,46,Yes,3.0,Low,3.0,0
1986,465751,Female,Yes,46,Yes,9.0,Low,2.0,3
1987,465753,Female,Yes,49,Yes,7.0,Low,2.0,3
1988,465766,Male,Yes,43,No,0.0,Low,3.0,0
1989,465768,Female,No,38,Yes,6.0,Low,4.0,3
1990,465769,Male,No,25,Yes,8.0,Low,4.0,3
1991,465772,Female,Yes,46,Yes,0.0,Low,4.0,0
1992,465775,Female,No,28,Yes,9.0,Low,3.0,3
1993,465776,Female,No,41,Yes,5.0,Low,4.0,3
1994,465777,Female,No,32,Yes,9.0,Low,5.0,3
1995,465784,Female,No,21,No,0.0,Low,4.0,1
1996,465788,Male,No,22,No,1.0,Low,6.0,1
1997,465793,Male,No,27,No,0.0,Low,5.0,1
1998,465797,Male,Yes,40,Yes,0.0,Average,2.0,2
1999,465804,Female,Yes,68,No,0.0,Low,1.0,0
2000,465809,Female,No,25,No,1.0,Low,7.0,1
2001,465811,Male,No,28,No,1.0,Low,4.0,1
2002,465813,Male,No,28,No,2.0,Low,8.0,1
2003,465818,Male,No,27,No,1.0,Low,3.0,1
2004,465823,Male,Yes,67,No,5.0,Average,4.0,2
2005,465826,Male,Yes,46,No,4.0,Low,9.0,1
2006,465828,Female,No,33,No,8.0,Low,4.0,1
2007,465829,Female,Yes,40,Yes,6.0,Average,3.0,2
2008,465830,Female,Yes,48,No,5.0,Average,7.0,2
2009,465831,Male,Yes,42,No,0.0,High,5.0,2
2010,465837,Male,No,56,Yes,1.0,Low,1.0,3
2011,465841,Female,No,51,Yes,3.0,Low,1.0,3
2012,465848,Female,No,27,Yes,0.0,Low,1.0,3
2013,465849,Female,No,25,Yes,7.0,Low,3.0,3
2014,465851,Female,Yes,51,No,9.0,High,2.0,2
2015,465853,Female,Yes,26,Yes,,Average,2.0,2
2016,465857,Female,No,35,Yes,0.0,Low,1.0,3
2017,465860,Female,,25,Yes,1.0,Low,3.0,3
2018,465863,Male,No,30,No,6.0,Low,3.0,1
2019,465865,Female,No,41,Yes,9.0,Low,1.0,3
2020,465866,Male,Yes,42,Yes,6.0,Low,3.0,0
2021,465867,Female,Yes,40,Yes,8.0,High,5.0,2
2022,465873,Male,No,36,Yes,13.0,Low,1.0,3
2023,465875,Female,No,39,Yes,9.0,Low,1.0,3
2024,465884,Male,Yes,40,Yes,7.0,High,3.0,2
2025,465893,Female,Yes,40,Yes,1.0,Average,2.0,2
2026,465894,Male,No,28,Yes,9.0,Low,6.0,1
2027,465907,Female,No,31,Yes,8.0,Low,,3
2028,465916,Male,No,41,Yes,4.0,Low,1.0,3
2029,465923,Female,No,28,Yes,9.0,Low,5.0,3
2030,465925,Male,No,30,Yes,1.0,Low,1.0,3
2031,465927,Female,No,30,Yes,1.0,Low,1.0,3
2032,465930,Female,No,38,Yes,9.0,Low,2.0,3
2033,465931,Male,Yes,43,Yes,7.0,Low,1.0,0
2034,465935,Male,No,29,Yes,9.0,Low,1.0,3
2035,465937,Female,No,30,Yes,9.0,Low,3.0,3
2036,465941,Male,Yes,27,Yes,0.0,Low,2.0,0
2037,465948,Female,Yes,48,Yes,0.0,Average,2.0,2
2038,465953,Female,No,51,Yes,1.0,Low,1.0,3
2039,465957,Female,No,48,Yes,0.0,Low,1.0,3
2040,465960,Female,No,28,Yes,9.0,Low,1.0,3
2041,465961,Female,No,40,Yes,3.0,Low,1.0,3
2042,465963,Male,Yes,51,Yes,1.0,Low,2.0,0
2043,465965,Female,Yes,36,No,8.0,Low,2.0,3
2044,465972,Female,No,51,Yes,9.0,Low,1.0,3
2045,465974,Male,Yes,45,Yes,5.0,High,4.0,2
2046,465975,Male,No,40,Yes,8.0,Low,1.0,3
2047,465976,Male,No,40,Yes,0.0,Low,1.0,3
2048,465979,Male,Yes,41,Yes,2.0,Low,2.0,0
2049,465982,Male,Yes,43,Yes,0.0,Average,4.0,2
2050,465983,Male,,21,No,1.0,Low,3.0,1
2051,465996,Male,No,23,No,1.0,Low,4.0,1
2052,465997,Female,No,31,No,0.0,Low,3.0,1
2053,466001,Female,Yes,42,Yes,6.0,Low,2.0,3
2054,466007,Male,Yes,61,No,0.0,Low,1.0,0
2055,466017,Female,Yes,45,Yes,0.0,Low,1.0,0
2056,466019,Female,Yes,63,Yes,5.0,Low,1.0,0
2057,466020,Male,Yes,86,No,0.0,Low,1.0,0
2058,466022,Female,Yes,67,No,,High,3.0,0
2059,466023,Male,Yes,71,No,,High,3.0,0
2060,466024,Female,Yes,43,No,14.0,Low,2.0,3
2061,466032,Male,,28,No,,Low,2.0,1
2062,466042,Male,Yes,47,No,0.0,Low,2.0,0
2063,466043,Female,Yes,53,Yes,0.0,Average,4.0,2
2064,466046,Female,Yes,36,No,1.0,Average,2.0,2
2065,466058,Male,Yes,35,No,1.0,Low,,0
2066,466069,Female,Yes,48,Yes,1.0,High,4.0,2
2067,466071,Female,Yes,60,Yes,3.0,Low,3.0,0
2068,466078,Female,Yes,45,No,,Low,1.0,0
2069,466079,Female,Yes,42,No,0.0,Low,2.0,0
2070,466082,Female,Yes,89,Yes,1.0,Low,1.0,0
2071,466083,Female,No,23,No,4.0,Low,2.0,1
2072,466084,Male,Yes,46,Yes,11.0,Low,1.0,3
2073,466085,Male,No,22,No,8.0,Low,4.0,1
2074,466088,Female,No,30,No,0.0,Low,7.0,1
2075,466090,Male,Yes,58,Yes,0.0,Low,,0
2076,466092,Male,Yes,73,Yes,0.0,Average,4.0,2
2077,466099,Female,Yes,71,Yes,0.0,Low,1.0,0
2078,466103,Female,Yes,35,No,0.0,Low,5.0,1
2079,466109,Male,Yes,52,Yes,1.0,Average,4.0,2
2080,466111,Male,Yes,84,Yes,0.0,Low,2.0,0
2081,466114,Male,Yes,47,Yes,1.0,Average,5.0,2
2082,466115,Male,Yes,39,No,0.0,Low,2.0,0
2083,466118,Female,Yes,40,No,0.0,Low,3.0,1
2084,466124,Female,No,46,Yes,1.0,Low,1.0,3
2085,466128,Male,No,40,Yes,3.0,Low,2.0,3
2086,466130,Female,No,27,No,1.0,Low,6.0,1
2087,466132,Female,No,23,No,4.0,Low,4.0,1
2088,466136,Female,No,21,Yes,1.0,Low,2.0,3
2089,466138,Male,Yes,70,No,2.0,High,2.0,0
2090,466140,Male,Yes,28,Yes,1.0,Low,2.0,0
2091,466141,Female,Yes,58,Yes,1.0,Low,4.0,0
2092,466142,Female,Yes,27,Yes,0.0,Average,2.0,2
2093,466143,Female,Yes,49,No,0.0,Average,5.0,2
2094,466146,Female,Yes,37,No,8.0,Average,3.0,2
2095,466148,Male,Yes,39,No,1.0,Average,4.0,2
2096,466149,Female,No,28,No,2.0,Low,4.0,1
2097,466153,Male,Yes,73,No,0.0,Average,2.0,2
2098,466154,Female,Yes,51,Yes,1.0,Average,5.0,2
2099,466156,Female,Yes,48,Yes,8.0,Average,3.0,2
2100,466157,Male,Yes,72,Yes,9.0,Low,,0
2101,466161,Male,Yes,47,No,1.0,Average,,2
2102,466162,Female,Yes,67,Yes,0.0,Low,1.0,0
2103,466166,Male,Yes,77,Yes,0.0,High,2.0,0
2104,466172,Male,Yes,46,Yes,3.0,Average,3.0,2
2105,466178,Female,Yes,52,Yes,1.0,Average,4.0,2
2106,466180,Male,Yes,67,No,1.0,Low,1.0,0
2107,466185,Male,Yes,62,Yes,0.0,Average,4.0,2
2108,466200,Male,Yes,45,Yes,8.0,Average,3.0,2
2109,466201,Male,Yes,40,Yes,1.0,Average,5.0,2
2110,466206,Female,Yes,60,Yes,4.0,Average,2.0,2
2111,466207,Female,Yes,37,Yes,8.0,Average,4.0,2
2112,466208,Male,Yes,69,No,2.0,High,1.0,0
2113,466210,Female,Yes,58,Yes,1.0,High,4.0,2
2114,466211,Male,Yes,52,Yes,1.0,Low,,0
2115,466213,Male,No,20,No,2.0,Low,5.0,1
2116,466218,Female,,23,No,6.0,Low,4.0,1
2117,466223,Male,Yes,66,Yes,0.0,Low,1.0,0
2118,466225,Male,No,19,No,1.0,Low,3.0,1
2119,466226,Female,Yes,53,Yes,0.0,Average,5.0,2
2120,466233,Female,Yes,59,Yes,6.0,Low,1.0,0
2121,466235,Female,Yes,61,Yes,0.0,Average,4.0,2
2122,466236,Female,Yes,68,Yes,1.0,Low,2.0,0
2123,466238,Male,No,20,No,1.0,Low,3.0,1
2124,466246,Male,No,20,No,1.0,Low,4.0,1
2125,466247,Female,,49,Yes,0.0,Low,4.0,0
2126,466253,Male,No,19,No,1.0,Low,3.0,1
2127,466257,Female,No,27,No,1.0,Low,4.0,1
2128,466264,Male,Yes,32,Yes,1.0,Low,2.0,0
2129,466268,Female,Yes,67,Yes,0.0,Average,3.0,2
2130,466271,Male,No,27,No,1.0,Low,3.0,1
2131,466274,Male,Yes,72,Yes,0.0,Low,,0
2132,466276,Female,No,32,No,1.0,Low,5.0,1
2133,466278,Female,No,28,No,0.0,Low,2.0,1
2134,466282,Male,Yes,29,Yes,8.0,Low,,3
2135,466285,Female,No,19,No,1.0,Low,5.0,1
2136,466286,Female,Yes,52,Yes,1.0,Average,5.0,2
2137,466287,Female,Yes,47,Yes,1.0,Average,2.0,2
2138,466289,Male,No,19,No,3.0,Low,5.0,1
2139,466290,Female,No,18,No,5.0,Low,,1
2140,466292,Female,Yes,79,No,1.0,High,2.0,0
2141,466297,Female,No,19,No,1.0,Low,4.0,1
2142,466300,Female,Yes,48,Yes,0.0,Low,3.0,0
2143,466301,Male,Yes,52,Yes,1.0,Average,3.0,2
2144,466306,Male,No,23,No,1.0,Low,4.0,1
2145,466313,Female,Yes,58,Yes,1.0,Low,1.0,0
2146,466315,Female,Yes,69,Yes,1.0,Low,1.0,0
2147,466317,Male,Yes,37,Yes,4.0,Low,1.0,0
2148,466318,Female,No,30,No,0.0,Low,3.0,1
2149,466319,Female,,25,No,0.0,Low,4.0,1
2150,466320,Female,No,39,Yes,8.0,Low,2.0,3
2151,466321,Male,Yes,43,Yes,3.0,Low,2.0,0
2152,466324,Female,No,32,No,0.0,Low,1.0,1
2153,466326,Male,No,23,No,0.0,Low,5.0,1
2154,466335,Female,No,30,No,1.0,Low,3.0,1
2155,466337,Female,Yes,41,No,1.0,Low,2.0,0
2156,466341,Male,Yes,49,Yes,1.0,Average,2.0,2
2157,466347,Male,Yes,66,No,6.0,Low,3.0,0
2158,466352,Female,Yes,67,Yes,1.0,Low,2.0,0
2159,466355,Male,No,30,Yes,0.0,Low,2.0,3
2160,466367,Female,No,39,Yes,6.0,Low,1.0,3
2161,466370,Female,,52,Yes,0.0,Low,4.0,0
2162,466372,Female,Yes,57,Yes,0.0,Average,5.0,2
2163,466373,Male,Yes,63,Yes,1.0,High,1.0,0
2164,466376,Female,Yes,52,No,4.0,High,3.0,2
2165,466377,Male,Yes,61,Yes,8.0,Average,2.0,2
2166,466380,Male,Yes,35,Yes,7.0,Low,2.0,3
2167,466381,Male,Yes,52,Yes,4.0,Average,2.0,2
2168,466382,Female,Yes,45,Yes,2.0,High,2.0,2
2169,466387,Male,Yes,37,Yes,8.0,Average,2.0,2
2170,466389,Female,Yes,45,Yes,1.0,Average,2.0,2
2171,466391,Female,Yes,55,Yes,0.0,Average,,2
2172,466392,Female,Yes,49,Yes,4.0,Average,,2
2173,466393,Female,Yes,42,No,1.0,Low,6.0,1
2174,466395,Female,Yes,39,Yes,3.0,High,2.0,2
2175,466397,Male,No,18,No,0.0,Low,3.0,1
2176,466400,Male,Yes,43,No,1.0,Average,3.0,2
2177,466401,Male,Yes,50,No,1.0,Average,4.0,2
2178,466402,Male,Yes,37,Yes,1.0,Average,4.0,2
2179,466404,Female,No,37,Yes,1.0,Low,1.0,3
2180,466406,Male,Yes,63,Yes,0.0,Low,3.0,0
2181,466408,Male,Yes,83,Yes,1.0,Low,2.0,0
2182,466411,Male,Yes,55,Yes,1.0,Average,3.0,2
2183,466414,Male,Yes,71,Yes,1.0,Low,3.0,0
2184,466418,Male,Yes,87,No,1.0,Low,1.0,0
2185,466419,Female,Yes,49,Yes,2.0,Average,5.0,2
2186,466422,Male,Yes,27,No,0.0,Low,4.0,1
2187,466427,Female,Yes,25,No,1.0,Low,4.0,1
2188,466429,Male,Yes,42,No,0.0,Low,2.0,0
2189,466443,Female,Yes,66,Yes,4.0,Low,2.0,0
2190,466450,Female,No,32,Yes,1.0,Low,1.0,3
2191,466455,Female,Yes,32,Yes,4.0,Low,2.0,3
2192,466456,Female,Yes,37,No,8.0,Low,1.0,3
2193,466457,Female,Yes,62,,9.0,Low,5.0,0
2194,466463,Female,No,33,Yes,3.0,Low,4.0,3
2195,466464,Female,Yes,45,Yes,2.0,Average,2.0,2
2196,466466,Female,,18,No,5.0,Low,5.0,1
2197,466467,Female,Yes,37,Yes,0.0,Average,3.0,2
2198,466468,Male,No,30,Yes,4.0,Low,4.0,3
2199,466474,Male,No,31,Yes,5.0,Low,3.0,3
2200,466478,Female,Yes,48,Yes,0.0,Average,4.0,2
2201,466483,Male,No,31,Yes,,Low,1.0,3
2202,466486,Female,Yes,36,Yes,8.0,Low,2.0,3
2203,466488,Male,Yes,61,Yes,0.0,Average,6.0,2
2204,466490,Female,Yes,83,No,0.0,High,2.0,0
2205,466493,Male,Yes,77,No,1.0,High,2.0,0
2206,466500,Female,Yes,46,Yes,3.0,High,3.0,2
2207,466501,Male,Yes,48,Yes,0.0,Average,3.0,2
2208,466502,Male,No,19,No,0.0,Low,5.0,1
2209,466516,Male,No,21,No,1.0,Low,3.0,1
2210,466517,Female,No,40,No,,Low,1.0,3
2211,466526,Male,No,27,No,0.0,Low,5.0,1
2212,466527,Female,Yes,49,No,0.0,Low,1.0,0
2213,466530,Male,No,19,No,1.0,Low,4.0,1
2214,466533,Female,No,53,Yes,1.0,Low,1.0,3
2215,466535,Male,No,29,Yes,8.0,Low,1.0,3
2216,466536,Male,No,23,No,3.0,Low,4.0,1
2217,466538,Male,Yes,84,Yes,1.0,High,2.0,0
2218,466541,Male,No,38,Yes,0.0,Low,4.0,1
2219,466543,Male,No,26,Yes,11.0,Low,2.0,3
2220,466545,Female,No,19,No,1.0,Low,4.0,1
2221,466550,Female,,22,No,1.0,Low,4.0,1
2222,466552,Male,Yes,20,No,0.0,Low,2.0,1
2223,466553,Male,Yes,36,Yes,0.0,Low,3.0,0
2224,466556,Male,No,18,No,1.0,Low,3.0,1
2225,466562,Female,No,20,No,7.0,Low,4.0,1
2226,466564,Female,No,18,No,1.0,Low,4.0,1
2227,466565,Male,Yes,32,No,7.0,Average,2.0,2
2228,466576,Female,No,18,No,0.0,Low,4.0,1
2229,466586,Male,No,18,No,0.0,Low,2.0,1
2230,466588,Female,No,21,No,8.0,Low,4.0,1
2231,466596,Female,Yes,75,Yes,1.0,High,2.0,0
2232,466603,Male,Yes,37,Yes,0.0,Average,2.0,2
2233,466606,Female,Yes,35,Yes,1.0,Low,3.0,0
2234,466613,Male,No,20,No,9.0,Low,3.0,1
2235,466623,Male,Yes,58,,2.0,Average,4.0,2
2236,466628,Male,No,33,No,8.0,Low,4.0,1
2237,466631,Male,Yes,58,Yes,0.0,Low,3.0,0
2238,466634,Male,No,20,No,1.0,Low,5.0,1
2239,466635,Male,Yes,50,Yes,4.0,Average,2.0,2
2240,466644,Female,No,51,Yes,0.0,Low,,3
2241,466650,Female,No,27,No,8.0,Low,3.0,1
2242,466652,Female,Yes,58,Yes,1.0,Average,2.0,2
2243,466655,Male,Yes,62,No,1.0,Low,2.0,0
2244,466656,Male,Yes,79,Yes,0.0,High,2.0,0
2245,466658,Female,No,19,No,1.0,Low,4.0,1
2246,466662,Female,No,33,No,0.0,Low,,1
2247,466665,Male,Yes,36,Yes,1.0,Average,2.0,2
2248,466666,Female,Yes,29,Yes,1.0,Low,2.0,3
2249,466671,Female,,28,No,3.0,Low,3.0,1
2250,466686,Female,No,22,No,0.0,Low,4.0,1
2251,466687,Male,No,21,No,1.0,Low,3.0,1
2252,466688,Male,No,22,No,0.0,Low,3.0,1
2253,466689,Male,No,28,Yes,9.0,Low,3.0,3
2254,466696,Female,Yes,48,Yes,3.0,Average,4.0,2
2255,466704,Male,Yes,48,Yes,3.0,Average,2.0,2
2256,466705,Male,Yes,66,No,0.0,Low,3.0,0
2257,466707,Female,Yes,47,Yes,1.0,Low,4.0,0
2258,466713,Female,Yes,68,Yes,1.0,High,4.0,2
2259,466718,Male,Yes,73,,0.0,High,2.0,0
2260,466720,Female,Yes,59,No,0.0,Low,1.0,0
2261,466721,Male,Yes,38,Yes,7.0,Average,2.0,2
2262,466725,Female,Yes,76,No,1.0,High,2.0,0
2263,466731,Female,Yes,40,Yes,3.0,Low,2.0,0
2264,466732,Female,Yes,49,Yes,0.0,High,2.0,0
2265,466733,Female,No,33,No,0.0,Low,,1
2266,466735,Male,No,18,No,1.0,Low,,1
2267,466746,Female,Yes,69,Yes,0.0,High,2.0,0
2268,466749,Male,No,22,,1.0,Low,5.0,1
2269,466750,Female,No,18,,0.0,Low,3.0,3
2270,466751,Female,No,20,,1.0,Low,4.0,3
2271,466752,Male,Yes,36,Yes,1.0,Low,1.0,0
2272,466753,Female,Yes,67,Yes,0.0,Average,2.0,2
2273,466754,Female,Yes,37,Yes,1.0,Average,3.0,2
2274,466759,Female,No,26,No,2.0,Low,,1
2275,466760,Male,Yes,51,Yes,1.0,Average,4.0,2
2276,466765,Female,Yes,67,Yes,1.0,Low,2.0,0
2277,466769,Female,No,29,Yes,1.0,Low,4.0,3
2278,466775,Female,Yes,76,Yes,0.0,Low,2.0,0
2279,466776,Male,Yes,86,Yes,0.0,Low,1.0,0
2280,466777,Female,Yes,51,Yes,9.0,Average,2.0,2
2281,466778,Male,Yes,35,Yes,1.0,Low,2.0,0
2282,466788,Male,No,30,No,3.0,Low,2.0,1
2283,466790,Male,Yes,47,Yes,0.0,Average,2.0,2
2284,466791,Male,Yes,81,No,0.0,Low,1.0,0
2285,466792,Female,Yes,85,No,0.0,Low,1.0,0
2286,466795,Male,,60,Yes,,Average,5.0,2
2287,466799,Female,No,21,No,2.0,Low,3.0,1
2288,466802,Female,,40,Yes,0.0,Low,1.0,0
2289,466804,Female,,35,Yes,4.0,Low,1.0,3
2290,466807,Female,,35,Yes,0.0,Low,1.0,0
2291,466808,Female,No,41,No,1.0,Low,1.0,3
2292,466810,Male,No,18,No,0.0,Low,3.0,1
2293,466811,Male,No,22,No,0.0,Low,,1
2294,466813,Male,Yes,61,Yes,0.0,Low,,0
2295,466814,Male,No,23,No,0.0,Low,3.0,1
2296,466815,Male,No,31,No,1.0,Low,5.0,1
2297,466816,Male,Yes,82,Yes,0.0,High,2.0,0
2298,466818,Male,Yes,84,No,1.0,High,2.0,0
2299,466826,Male,Yes,41,Yes,1.0,Low,2.0,0
2300,466832,Female,Yes,66,Yes,0.0,Average,2.0,2
2301,466833,Male,Yes,57,Yes,5.0,Low,2.0,0
2302,466846,Male,No,20,No,3.0,Low,4.0,1
2303,466863,Female,No,32,No,14.0,Low,1.0,3
2304,466867,Female,No,29,No,11.0,Low,1.0,3
2305,466871,Male,Yes,36,Yes,,High,4.0,2
2306,466874,Male,Yes,38,Yes,1.0,Average,3.0,2
2307,466884,Female,Yes,43,No,1.0,Low,1.0,0
2308,466886,Female,No,42,No,1.0,Low,1.0,3
2309,466891,Female,Yes,48,No,8.0,Low,1.0,0
2310,466905,Male,Yes,62,Yes,0.0,Low,1.0,0
2311,466906,Male,No,63,Yes,0.0,Low,2.0,0
2312,466908,Male,Yes,60,Yes,1.0,Low,2.0,0
2313,466909,Male,Yes,63,Yes,1.0,Low,2.0,0
2314,466910,Male,Yes,62,Yes,9.0,Low,1.0,0
2315,466917,Male,Yes,40,No,4.0,Low,,0
2316,466918,Male,Yes,63,Yes,0.0,Average,1.0,2
2317,466920,Male,No,19,No,6.0,Low,4.0,1
2318,466923,Female,No,21,No,8.0,Low,1.0,3
2319,466926,Male,No,21,No,1.0,Low,,1
2320,466927,Male,No,22,No,6.0,Low,5.0,1
2321,466936,Male,Yes,60,No,1.0,High,3.0,0
2322,466938,Male,Yes,59,Yes,8.0,Low,1.0,0
2323,466939,Male,Yes,73,No,1.0,High,2.0,0
2324,466951,Female,Yes,52,Yes,0.0,High,3.0,2
2325,466954,Female,Yes,66,No,9.0,Average,2.0,2
2326,466955,Male,Yes,61,No,1.0,Low,4.0,0
2327,466956,Female,Yes,61,Yes,1.0,Low,1.0,0
2328,466961,Female,Yes,61,Yes,2.0,Average,2.0,2
2329,466966,Male,Yes,59,Yes,1.0,Average,2.0,2
2330,466967,Male,Yes,51,Yes,1.0,Low,1.0,0
2331,466970,Female,Yes,36,Yes,9.0,Low,2.0,3
2332,466971,Male,No,71,Yes,9.0,Low,3.0,3
2333,466975,Male,Yes,48,Yes,1.0,Average,2.0,2
2334,466990,Male,Yes,43,Yes,9.0,Average,2.0,2
2335,466996,Female,No,36,Yes,9.0,Low,1.0,3
2336,466998,Female,Yes,57,No,,Average,3.0,2
2337,466999,Male,No,33,Yes,1.0,Low,3.0,3
2338,467000,Female,No,31,Yes,1.0,Low,6.0,1
2339,467008,Male,Yes,57,Yes,1.0,Average,3.0,2
2340,467009,Female,No,33,No,2.0,Low,4.0,1
2341,467022,Male,No,30,Yes,1.0,Low,5.0,1
2342,467023,Male,Yes,26,No,8.0,Average,2.0,2
2343,467025,Female,No,29,No,1.0,Low,3.0,1
2344,467044,Female,No,42,Yes,0.0,Low,1.0,3
2345,467046,Female,No,30,No,0.0,Low,5.0,1
2346,467050,Female,No,18,No,1.0,Low,5.0,1
2347,467053,Male,No,18,No,5.0,Low,4.0,1
2348,467058,Male,Yes,80,No,0.0,High,2.0,0
2349,467060,Male,No,35,No,7.0,Low,2.0,1
2350,467063,Male,Yes,45,Yes,1.0,Average,2.0,2
2351,467073,Male,No,42,Yes,8.0,Low,1.0,3
2352,467078,Female,Yes,26,No,,High,2.0,2
2353,467079,Male,Yes,38,Yes,1.0,Low,2.0,0
2354,467084,Male,Yes,41,Yes,1.0,Average,7.0,2
2355,467085,Male,No,45,Yes,1.0,Low,2.0,3
2356,467088,Male,Yes,57,Yes,1.0,Low,1.0,0
2357,467092,Female,No,33,Yes,5.0,Low,4.0,3
2358,467093,Female,Yes,51,Yes,8.0,Average,2.0,2
2359,467098,Male,Yes,85,No,1.0,Low,2.0,0
2360,467099,Female,No,30,No,0.0,Low,3.0,1
2361,467107,Male,Yes,38,Yes,1.0,Average,3.0,2
2362,467111,Male,Yes,66,Yes,1.0,Low,1.0,0
2363,467112,Male,No,40,Yes,0.0,Low,2.0,3
2364,467113,Male,Yes,83,Yes,,Low,1.0,0
2365,467114,Male,Yes,61,Yes,1.0,Average,3.0,2
2366,467116,Male,Yes,65,Yes,1.0,High,2.0,0
2367,467119,Male,Yes,37,No,0.0,High,4.0,2
2368,467121,Male,Yes,47,Yes,0.0,Low,,0
2369,467125,Male,Yes,51,No,1.0,Average,4.0,2
2370,467127,Male,Yes,73,No,,Low,1.0,0
2371,467129,Female,,49,No,1.0,Average,3.0,2
2372,467132,Female,Yes,73,Yes,0.0,Low,2.0,0
2373,467136,Male,Yes,37,No,1.0,Average,4.0,2
